"","@ in URLs","Attachments","Css","Encoding","External Resources","Flash content","HTML content","Html Form","Html iFrame","IPs in URLs","Javascript","Phishy","URLs"
"75","False","0","0","quoted-printable","0","False","True","False","False","False","0","True","3"
"76","False","0","0","none","0","False","True","False","False","False","0","True","8"
"77","False","0","0","none","0","False","True","False","False","False","0","True","3"
"78","False","0","0","none","0","False","True","False","False","False","0","True","24"
"79","False","0","0","7bit","0","False","True","False","False","True","0","True","13"
"80","False","0","0","7bit","0","False","True","False","False","True","0","True","13"
"81","False","0","1","7bit","0","False","True","True","False","False","4","True","13"
"82","False","0","0","none","0","False","True","False","False","True","0","True","5"
"83","False","0","0","8bit","0","False","True","False","False","False","0","True","12"
"84","False","0","0","none","0","False","True","False","False","False","0","True","6"
"85","False","0","0","none","0","False","True","False","False","False","0","True","8"
"86","False","0","0","8bit","0","False","True","False","False","False","0","True","12"
"87","False","0","0","none","0","False","True","False","False","True","0","True","6"
"88","False","0","0","none","0","False","True","False","False","True","0","True","6"
"89","False","0","0","none","0","False","True","False","False","True","0","True","6"
"90","False","0","0","none","0","False","True","False","False","True","0","True","6"
"91","False","0","0","none","0","False","True","False","False","True","0","True","6"
"92","False","0","0","none","0","False","True","False","False","True","0","True","6"
"93","False","0","0","none","0","False","True","False","False","True","0","True","6"
"94","False","0","0","none","0","False","True","False","False","True","0","True","6"
"95","False","0","0","none","0","False","True","False","False","True","0","True","6"
"96","False","0","0","none","0","False","True","False","False","True","0","True","6"
"97","False","0","0","none","0","False","True","False","False","True","0","True","6"
"98","False","0","0","none","0","False","True","False","False","True","0","True","6"
"99","False","0","0","none","0","False","True","False","False","True","0","True","6"
"100","False","0","0","none","0","False","True","False","False","True","0","True","6"
"101","False","0","0","none","0","False","True","False","False","True","0","True","6"
"102","False","0","0","none","0","False","True","False","False","True","0","True","6"
"103","False","0","0","none","0","False","True","False","False","True","0","True","6"
"104","False","0","0","none","0","False","True","True","False","True","0","True","3"
"105","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"106","False","0","0","none","0","False","True","False","False","True","0","True","6"
"107","False","0","0","none","0","False","True","False","False","True","0","True","6"
"108","False","0","0","none","0","False","True","False","False","True","0","True","6"
"109","False","0","0","none","0","False","True","False","False","True","0","True","14"
"110","False","0","0","none","0","False","True","False","False","False","0","True","24"
"111","False","0","0","none","0","False","True","False","False","False","0","True","5"
"112","False","0","0","8bit","0","False","True","False","False","False","0","True","7"
"113","False","0","0","none","0","False","True","False","False","True","0","True","13"
"114","False","0","0","none","0","False","True","False","False","True","0","True","13"
"115","False","0","0","none","0","False","True","False","False","True","0","True","13"
"116","False","0","0","none","0","False","True","False","False","False","0","True","5"
"117","False","0","0","none","0","False","False","False","False","False","0","True","0"
"118","False","0","0","none","0","False","True","False","False","False","0","True","6"
"119","False","0","0","none","0","False","True","False","False","False","0","True","6"
"120","False","0","0","none","0","False","True","False","False","False","0","True","3"
"121","False","0","4","quoted-printable","0","False","True","True","False","False","1","True","12"
"122","False","0","4","quoted-printable","0","False","True","True","False","False","1","True","12"
"123","False","0","0","none","0","False","True","False","False","False","0","True","1"
"124","False","0","0","8bit","0","False","True","False","False","True","0","True","5"
"125","False","0","0","none","0","False","False","False","False","True","0","True","1"
"126","False","0","0","none","0","False","True","False","False","False","0","True","1"
"127","False","0","0","8bit","0","False","True","False","False","False","0","True","12"
"128","False","0","0","none","0","False","True","False","False","True","0","True","2"
"129","False","0","0","none","0","False","True","False","False","True","0","True","2"
"130","False","0","0","8bit","0","False","True","False","False","False","0","True","7"
"131","False","0","0","quoted-printable","0","False","True","False","False","False","0","True","8"
"132","False","0","0","none","0","False","True","False","False","True","0","True","6"
"133","False","0","0","none","0","False","False","False","False","True","0","True","1"
"134","False","0","0","none","0","False","True","False","False","False","3","True","13"
"135","False","0","0","none","0","False","True","False","False","False","0","True","20"
"136","False","0","0","none","0","False","True","False","False","False","0","True","3"
"137","False","0","0","8bit","0","False","True","False","False","True","0","True","2"
"138","False","0","0","8bit","0","False","True","False","False","True","0","True","2"
"139","False","0","0","none","0","False","True","False","False","True","0","True","4"
"140","False","0","0","none","0","False","True","False","False","True","0","True","2"
"141","False","0","0","none","0","False","True","False","False","True","0","True","2"
"142","False","0","0","none","0","False","True","False","False","True","0","True","6"
"143","False","0","0","8bit","0","False","True","True","False","True","0","True","14"
"144","False","0","0","8bit","0","False","True","False","False","False","0","True","2"
"145","False","0","0","none","0","False","True","False","False","True","0","True","23"
"146","False","0","0","8bit","0","False","True","False","False","False","0","True","3"
"147","False","0","0","none","0","False","True","False","False","True","0","True","2"
"148","False","0","0","none","0","False","True","False","False","True","0","True","2"
"149","False","0","0","7bit","0","False","True","False","False","True","0","True","19"
"150","False","0","0","none","0","False","True","False","False","True","0","True","2"
"151","False","0","0","8bit","0","False","True","False","False","False","0","True","2"
"152","False","0","0","none","0","False","True","False","False","True","0","True","6"
"153","False","0","0","none","0","False","True","False","False","False","0","True","34"
"154","False","0","0","7bit","0","False","False","False","False","False","0","True","2"
"155","False","2","0","none","0","False","True","False","False","False","0","True","5"
"156","False","2","0","none","0","False","True","False","False","False","0","True","5"
"157","False","0","0","none","0","False","True","False","False","False","0","True","16"
"158","False","0","0","8bit","0","False","True","False","False","False","0","True","1"
"159","False","0","0","7bit","0","False","True","False","False","False","0","True","5"
"160","False","0","0","none","0","False","True","False","False","False","0","True","3"
"161","False","0","0","8bit","0","False","True","False","False","False","0","True","3"
"162","False","0","0","none","0","False","True","False","False","False","0","True","3"
"163","False","0","0","7bit","0","False","True","False","False","True","0","True","3"
"164","False","0","0","none","0","False","True","False","False","True","0","True","2"
"165","False","0","0","none","0","False","True","False","False","True","0","True","2"
"166","False","0","0","none","0","False","True","False","False","False","0","True","6"
"167","False","0","0","8bit","0","False","True","False","False","False","0","True","4"
"168","False","0","0","none","0","False","True","False","False","False","0","True","3"
"169","False","0","0","none","0","False","True","False","False","True","0","True","2"
"170","False","0","0","none","0","False","True","False","False","True","0","True","2"
"171","False","0","0","none","0","False","True","False","False","False","0","True","8"
"172","False","0","0","none","0","False","True","False","False","False","0","True","1"
"173","False","0","0","none","0","False","True","False","False","False","0","True","13"
"174","False","0","0","none","0","False","True","False","False","False","0","True","5"
"175","False","0","0","none","0","False","True","False","False","True","0","True","14"
"176","False","0","0","8bit","0","False","False","False","False","False","0","True","1"
"177","False","0","0","8bit","0","False","False","False","False","False","0","True","1"
"178","False","0","0","none","0","False","True","False","False","False","0","True","2"
"179","False","0","0","none","0","False","True","False","False","False","0","True","2"
"180","False","0","0","none","0","False","True","False","False","False","0","True","2"
"181","False","0","0","none","0","False","True","False","False","True","0","True","2"
"182","False","2","0","none","0","False","True","False","False","False","0","True","1"
"183","False","2","0","none","0","False","True","False","False","False","0","True","1"
"184","False","0","0","8bit","0","False","True","False","False","False","0","True","12"
"185","False","0","0","none","0","False","True","False","False","False","0","True","6"
"186","False","0","0","8bit","0","False","True","False","False","False","0","True","8"
"187","False","0","0","none","0","False","True","False","False","False","0","True","4"
"188","False","0","0","none","0","False","True","False","False","False","0","True","3"
"189","False","0","0","8bit","0","False","True","False","False","False","0","True","12"
"190","False","0","0","none","0","False","True","False","False","False","0","True","3"
"191","False","0","0","none","0","False","True","False","False","True","0","True","4"
"192","False","0","0","none","0","False","True","False","False","True","0","True","24"
"193","False","0","0","8bit","0","False","True","False","False","True","0","True","19"
"194","False","0","0","none","0","False","True","False","False","True","0","True","16"
"195","False","0","0","8bit","0","False","True","False","False","False","0","True","4"
"196","False","0","0","none","0","False","True","False","False","False","0","True","3"
"197","False","0","0","none","0","False","True","False","False","False","0","True","4"
"198","False","0","0","none","0","False","True","False","False","True","0","True","2"
"199","False","0","0","none","0","False","True","False","False","False","0","True","3"
"200","False","0","0","8bit","0","False","True","False","False","False","0","True","4"
"201","False","0","2","8bit","0","False","True","False","False","True","0","True","4"
"202","False","0","0","none","0","False","True","False","False","True","0","True","3"
"203","False","0","0","8bit","0","False","True","False","False","False","0","True","7"
"204","False","0","0","none","0","False","True","True","False","True","0","True","24"
"205","False","0","0","none","0","False","True","True","False","True","0","True","24"
"206","False","0","0","8bit","0","False","True","False","False","False","0","True","6"
"207","False","0","0","8bit","0","False","True","False","False","False","0","True","18"
"208","False","0","0","none","0","False","True","False","False","True","0","True","13"
"209","False","0","0","none","0","False","True","False","False","True","0","True","11"
"210","False","0","0","none","0","False","True","False","False","True","0","True","4"
"211","False","0","0","8bit","0","False","True","False","False","False","0","True","12"
"212","False","0","0","none","0","False","True","False","False","True","0","True","2"
"213","False","0","0","7bit","0","False","True","False","False","True","0","True","13"
"214","False","0","0","7bit","0","False","True","False","False","False","0","True","45"
"215","False","0","0","8bit","0","False","True","False","False","False","0","True","12"
"216","False","0","0","none","0","False","True","False","False","True","0","True","2"
"217","False","0","0","none","0","False","True","False","False","True","0","True","39"
"218","False","0","0","none","0","False","True","False","False","True","0","True","39"
"219","False","0","0","8bit","0","False","True","False","False","False","0","True","8"
"220","False","0","0","none","0","False","True","False","False","True","0","True","2"
"221","False","0","0","none","0","False","True","False","False","False","0","True","5"
"222","False","0","0","none","0","False","True","False","False","True","0","True","14"
"223","False","0","0","8bit","0","False","True","False","False","False","0","True","33"
"224","False","0","0","none","0","False","True","False","False","True","0","True","3"
"225","False","0","0","none","0","False","True","False","False","False","0","True","2"
"226","False","0","3","none","2","False","True","False","False","False","2","True","19"
"227","False","0","0","7bit ","0","False","True","False","False","True","0","True","3"
"228","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"229","False","0","0","none","0","False","True","True","False","True","0","True","4"
"230","False","0","0","none","0","False","True","False","False","True","0","True","59"
"231","False","0","3","none","2","False","True","False","False","True","2","True","19"
"232","False","0","0","none","0","False","True","False","False","True","0","True","4"
"233","False","0","0","none","0","False","True","False","False","True","0","True","2"
"234","False","0","0","none","0","False","True","False","False","True","0","True","5"
"235","False","0","0","none","0","False","True","False","False","False","0","True","5"
"236","False","0","0","none","0","False","True","False","False","True","0","True","14"
"237","False","0","0","8bit","0","False","True","False","False","False","0","True","12"
"238","False","0","0","7bit","0","False","True","False","False","True","0","True","2"
"239","False","0","0","none","0","False","True","False","False","False","0","True","7"
"240","False","0","0","none","0","False","True","False","False","False","0","True","7"
"241","False","0","0","none","0","False","True","False","False","False","0","True","2"
"242","False","0","0","8bit","0","False","True","False","False","False","0","True","6"
"243","False","0","0","8bit","0","False","True","False","False","False","0","True","6"
"244","False","0","0","none","0","False","True","False","False","False","0","True","7"
"245","False","0","0","8bit","0","False","True","False","False","False","0","True","7"
"246","False","0","0","8bit","0","False","True","False","False","False","0","True","4"
"247","False","0","0","none","0","False","True","True","False","True","0","True","6"
"248","False","0","0","8bit","0","False","True","False","False","False","0","True","3"
"249","False","0","0","7bit","0","False","True","False","False","False","0","True","11"
"250","False","0","0","7bit","0","False","True","True","False","True","0","True","6"
"251","False","0","0","7bit","0","False","True","False","False","False","0","True","34"
"252","False","0","0","7bit","0","False","True","False","False","True","0","True","7"
"253","False","0","0","7bit","0","False","True","False","False","True","0","True","6"
"254","False","0","0","none","0","False","True","False","False","False","0","True","2"
"255","False","0","0","none","0","False","True","False","False","True","0","True","2"
"256","True","0","0","7bit","0","False","True","False","False","False","2","True","24"
"257","False","0","0","none","0","False","True","False","False","True","0","True","2"
"258","False","0","0","none","0","False","True","False","False","True","0","True","2"
"259","False","0","0","7bit","0","False","True","False","False","True","0","True","2"
"260","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"261","False","0","0","none","0","False","True","False","False","True","0","True","2"
"262","False","0","0","7bit","0","False","True","False","False","True","0","True","12"
"263","False","0","0","7bit","0","False","True","False","False","False","0","True","5"
"264","False","0","0","7bit","0","False","True","False","False","False","0","True","5"
"265","False","0","0","none","0","False","True","False","False","True","0","True","3"
"266","False","0","0","none","0","False","True","False","False","True","0","True","16"
"267","False","0","0","7bit","0","False","True","False","False","False","0","True","45"
"268","False","0","0","7bit","0","False","True","False","False","False","0","True","45"
"269","False","0","0","7bit","0","False","True","False","False","False","0","True","45"
"270","False","0","0","none","0","False","True","False","False","True","0","True","2"
"271","False","0","0","7bit","0","False","True","False","False","False","0","True","45"
"272","False","0","0","7bit","0","False","True","False","False","False","0","True","4"
"273","False","0","0","7bit","0","False","True","False","False","False","0","True","4"
"274","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"275","False","0","0","7bit","0","False","True","False","False","True","0","True","6"
"276","False","0","0","7bit","0","False","True","False","False","True","0","True","6"
"277","False","0","0","7bit","0","False","True","False","False","True","0","True","1"
"278","False","0","0","7bit","0","False","True","False","False","True","0","True","45"
"279","False","0","0","none","0","False","True","False","False","True","0","True","2"
"280","True","0","0","7bit","0","False","True","False","False","False","0","True","14"
"281","False","0","0","7bit","0","False","True","False","False","False","0","True","3"
"282","False","0","0","none","0","False","True","False","False","False","1","True","15"
"283","False","0","0","7bit","0","False","True","False","False","True","0","True","5"
"284","False","0","0","none","0","False","True","False","False","True","0","True","2"
"285","False","0","0","7bit","0","False","True","False","False","True","0","True","34"
"286","False","1","0","none","0","False","True","False","False","False","0","True","3"
"287","False","0","0","7bit","0","False","True","False","False","False","0","True","44"
"288","False","0","0","7bit","0","False","True","False","False","False","0","True","2"
"289","False","0","0","7bit","0","False","True","False","False","True","0","True","1"
"290","False","0","0","7bit","0","False","True","False","False","False","0","True","45"
"291","False","0","0","7bit","0","False","True","False","False","False","0","True","3"
"292","False","0","0","7bit","0","False","False","False","False","False","0","True","0"
"293","False","0","0","none","0","False","True","False","False","True","0","True","2"
"294","False","0","0","7bit","0","False","True","False","False","True","0","True","34"
"295","False","0","0","7bit","0","False","True","False","False","True","0","True","45"
"296","False","0","0","7bit","0","False","True","False","False","True","0","True","2"
"297","False","0","5","7bit","1","False","True","False","False","False","1","True","5"
"298","False","0","0","none","0","False","True","False","False","True","0","True","6"
"299","False","0","0","7bit","0","False","True","False","False","True","1","True","14"
"300","False","0","0","7bit","0","False","True","False","False","True","1","True","14"
"301","False","0","0","7bit","0","False","True","False","False","True","0","True","44"
"302","False","0","0","7bit","0","False","True","False","False","True","0","True","6"
"303","False","0","0","7bit","0","False","False","False","False","False","0","True","0"
"304","False","0","0","7bit","0","False","False","False","False","False","0","True","0"
"305","False","0","0","7bit","0","False","True","False","False","False","0","True","3"
"306","False","0","0","7bit","0","False","True","False","False","True","0","True","14"
"307","False","0","0","7bit","0","False","True","False","False","False","0","True","3"
"308","False","0","5","7bit","1","False","True","False","False","False","1","True","5"
"309","False","0","0","7bit","0","False","True","False","False","True","0","True","2"
"310","False","0","0","none","0","False","False","False","False","False","0","True","1"
"311","False","0","0","7bit","0","False","True","False","False","False","0","True","3"
"312","False","0","0","7bit","0","False","True","False","False","False","0","True","10"
"313","False","0","0","7bit","0","False","True","False","False","True","0","True","5"
"314","False","0","0","7bit","0","False","True","False","False","False","0","True","7"
"315","False","0","0","7bit","0","False","True","False","False","True","0","True","5"
"316","False","0","1","7bit","0","False","True","False","False","False","0","True","3"
"317","False","0","0","7bit","0","False","True","False","False","False","0","True","3"
"318","False","0","0","7bit","0","False","True","False","False","True","0","True","60"
"319","False","0","0","7bit","0","False","True","False","False","False","0","True","6"
"320","False","2","0","none","0","False","True","False","False","False","0","True","2"
"321","False","1","0","none","0","False","True","False","False","False","0","True","2"
"322","False","1","0","none","0","False","True","False","False","False","0","True","2"
"323","False","0","0","none","0","False","True","False","False","False","3","True","9"
"324","False","0","0","none","0","False","True","False","False","False","3","True","7"
"325","False","0","0","none","0","False","True","False","False","False","3","True","7"
"326","False","0","0","none","0","False","True","False","False","False","0","True","1"
"327","False","0","0","none","0","False","True","False","False","False","0","True","1"
"328","False","0","0","none","0","False","True","False","False","False","0","True","1"
"329","False","0","0","none","0","False","True","False","False","False","0","True","1"
"330","False","0","0","none","0","False","True","False","False","False","0","True","1"
"331","False","0","0","none","0","False","True","False","False","False","0","True","1"
"332","False","0","0","none","0","False","True","False","False","False","0","True","1"
"333","False","0","0","none","0","False","True","False","False","False","0","True","1"
"334","False","0","0","none","0","False","True","False","False","False","0","True","1"
"335","False","0","0","none","0","False","True","False","False","False","0","True","1"
"336","False","0","0","none","0","False","True","False","False","False","0","True","1"
"337","False","0","0","none","0","False","True","False","False","False","0","True","1"
"338","False","0","0","none","0","False","True","False","False","False","0","True","1"
"339","False","0","0","none","0","False","True","False","False","False","0","True","1"
"340","False","0","0","none","0","False","True","False","False","False","0","True","1"
"341","False","0","0","none","0","False","True","False","False","False","0","True","1"
"342","False","0","0","none","0","False","True","False","False","False","0","True","1"
"343","False","0","0","none","0","False","True","False","False","False","0","True","1"
"344","False","0","0","none","0","False","True","False","False","False","0","True","1"
"345","False","0","0","none","0","False","True","False","False","False","0","True","1"
"346","False","0","0","none","0","False","True","False","False","False","0","True","1"
"347","False","0","0","none","0","False","True","False","False","False","0","True","1"
"348","False","0","0","none","0","False","True","False","False","False","0","True","1"
"349","False","0","0","none","0","False","True","False","False","False","0","True","1"
"350","False","0","0","none","0","False","True","False","False","False","0","True","1"
"351","False","0","0","none","0","False","True","False","False","False","0","True","1"
"352","False","0","0","none","0","False","True","False","False","False","0","True","1"
"353","False","0","0","8bit","0","False","True","False","False","False","0","True","4"
"354","False","0","0","none","0","False","True","False","False","False","0","True","1"
"355","False","0","0","none","0","False","True","False","False","False","0","True","1"
"356","False","0","0","none","0","False","True","False","False","False","0","True","1"
"357","False","0","0","none","0","False","True","False","False","False","0","True","1"
"358","False","0","0","none","0","False","True","False","False","False","0","True","1"
"359","False","0","0","none","0","False","True","False","False","False","0","True","1"
"360","False","0","0","none","0","False","True","False","False","False","0","True","1"
"361","False","0","0","none","0","False","True","False","False","False","0","True","1"
"362","False","0","0","none","0","False","True","False","False","False","0","True","1"
"363","False","0","0","none","0","False","True","False","False","False","0","True","1"
"364","False","0","0","none","0","False","True","False","False","False","0","True","1"
"365","False","0","0","7bit","0","False","True","False","False","True","0","True","45"
"366","False","0","0","none","0","False","True","False","False","False","0","True","1"
"367","False","0","0","none","0","False","True","False","False","False","0","True","1"
"368","False","0","0","none","0","False","True","False","False","False","0","True","1"
"369","False","0","0","none","0","False","True","False","False","False","0","True","1"
"370","False","0","0","none","0","False","True","False","False","False","0","True","1"
"371","False","0","0","none","0","False","True","False","False","False","0","True","1"
"372","False","0","0","none","0","False","True","False","False","False","0","True","1"
"373","False","0","0","none","0","False","True","False","False","False","0","True","1"
"374","False","0","0","none","0","False","True","False","False","False","0","True","1"
"375","False","0","0","none","0","False","True","False","False","False","0","True","1"
"376","False","0","0","none","0","False","True","False","False","False","0","True","1"
"377","False","0","0","none","0","False","True","False","False","False","0","True","1"
"378","False","0","0","none","0","False","True","False","False","False","0","True","1"
"379","False","0","0","7bit","0","False","True","False","False","True","0","True","2"
"380","False","0","0","none","0","False","True","False","False","False","0","True","1"
"381","False","0","0","7bit","0","False","True","False","False","True","0","True","44"
"382","False","0","0","none","0","False","True","False","False","False","0","True","1"
"383","False","0","0","none","0","False","True","False","False","False","0","True","1"
"384","False","0","0","none","0","False","True","False","False","False","0","True","1"
"385","False","0","0","none","0","False","True","False","False","False","0","True","1"
"386","False","0","0","none","0","False","True","False","False","False","0","True","1"
"387","False","0","0","none","0","False","True","False","False","False","0","True","1"
"388","False","0","0","none","0","False","True","False","False","False","0","True","1"
"389","False","0","0","none","0","False","True","False","False","False","0","True","1"
"390","False","0","0","none","0","False","True","False","False","False","0","True","1"
"391","False","0","0","none","0","False","True","False","False","False","0","True","1"
"392","False","0","0","none","0","False","True","False","False","False","0","True","1"
"393","False","0","0","none","0","False","True","False","False","False","0","True","1"
"394","False","0","0","none","0","False","True","False","False","False","0","True","1"
"395","False","0","0","none","0","False","True","False","False","False","0","True","1"
"396","False","0","0","none","0","False","True","False","False","False","0","True","1"
"397","False","0","0","none","0","False","True","False","False","False","0","True","1"
"398","False","0","0","none","0","False","True","False","False","False","0","True","1"
"399","False","0","0","none","0","False","True","False","False","False","0","True","1"
"400","False","0","0","none","0","False","True","False","False","False","0","True","1"
"401","False","0","0","none","0","False","True","False","False","False","0","True","1"
"402","False","0","0","none","0","False","True","False","False","False","0","True","1"
"403","False","0","0","none","0","False","True","False","False","False","0","True","1"
"404","False","0","0","none","0","False","True","False","False","False","0","True","1"
"405","False","0","0","none","0","False","True","False","False","False","0","True","1"
"406","False","0","0","none","0","False","True","False","False","False","0","True","1"
"407","False","0","0","none","0","False","True","False","False","False","0","True","1"
"408","False","0","0","none","0","False","True","False","False","False","0","True","1"
"409","False","0","0","none","0","False","True","False","False","False","0","True","1"
"410","False","0","0","none","0","False","True","False","False","False","0","True","1"
"411","False","0","0","none","0","False","True","False","False","False","0","True","1"
"412","False","0","0","none","0","False","True","False","False","False","0","True","1"
"413","False","0","0","none","0","False","True","False","False","False","0","True","1"
"414","False","0","0","none","0","False","True","False","False","False","0","True","1"
"415","False","0","0","none","0","False","True","False","False","False","0","True","1"
"416","False","0","0","none","0","False","True","False","False","False","0","True","1"
"417","False","0","0","none","0","False","True","False","False","False","0","True","1"
"418","False","0","0","none","0","False","True","False","False","False","0","True","1"
"419","False","0","0","none","0","False","True","False","False","False","0","True","1"
"420","False","0","0","none","0","False","True","False","False","False","0","True","1"
"421","False","0","0","none","0","False","True","False","False","False","0","True","1"
"422","False","0","0","none","0","False","True","False","False","False","0","True","1"
"423","False","0","0","none","0","False","True","False","False","False","0","True","1"
"424","False","0","0","none","0","False","True","False","False","False","0","True","1"
"425","False","0","0","none","0","False","True","False","False","False","0","True","1"
"426","False","0","0","none","0","False","True","False","False","False","0","True","1"
"427","False","0","0","7bit","0","False","True","False","False","True","0","True","3"
"428","False","0","0","none","0","False","True","False","False","False","0","True","16"
"429","False","0","0","none","0","False","True","False","False","True","3","True","6"
"430","False","0","0","none","0","False","True","False","False","False","0","True","1"
"431","False","0","0","none","0","False","True","False","False","False","0","True","1"
"432","False","0","0","none","0","False","True","False","False","True","0","True","2"
"433","False","0","0","none","0","False","True","False","False","False","0","True","1"
"434","False","0","0","none","0","False","True","False","False","False","0","True","1"
"435","False","0","3","none","3","False","True","False","False","False","3","True","21"
"436","False","0","0","none","0","False","True","False","False","False","0","True","1"
"437","False","0","0","none","0","False","True","False","False","False","0","True","1"
"438","False","0","0","none","0","False","True","False","False","False","0","True","1"
"439","False","0","0","none","0","False","True","False","False","False","0","True","1"
"440","False","0","0","none","0","False","True","False","False","False","0","True","1"
"441","False","0","0","none","0","False","True","False","False","False","0","True","1"
"442","False","0","0","none","0","False","True","False","False","False","0","True","1"
"443","False","0","0","none","0","False","True","False","False","False","0","True","1"
"444","False","0","0","none","0","False","True","False","False","False","0","True","1"
"445","False","0","0","none","0","False","True","False","False","False","0","True","1"
"446","False","0","0","none","0","False","True","False","False","False","0","True","1"
"447","False","0","0","none","0","False","True","False","False","False","0","True","1"
"448","False","0","0","none","0","False","True","False","False","False","0","True","1"
"449","False","0","0","none","0","False","True","False","False","False","0","True","1"
